transaction_id,client_id,compte_destination_id,date_transaction,montant_fcfa,type_transaction,is_risky,type_anomalie,source
AMLSIM-17702,AMLSIM-CLI-45,AMLSIM-CLI-7283,2026-02-02,12800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17703,AMLSIM-CLI-45,AMLSIM-CLI-129,2026-06-12,26600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17704,AMLSIM-CLI-45,AMLSIM-CLI-439,2026-05-15,437700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17705,AMLSIM-CLI-45,AMLSIM-CLI-77,2026-02-23,58300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17706,AMLSIM-CLI-45,AMLSIM-CLI-531,2026-06-05,19700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17707,AMLSIM-CLI-45,AMLSIM-CLI-81,2026-07-28,48000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17708,AMLSIM-CLI-45,AMLSIM-CLI-324,2026-04-30,86200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17709,AMLSIM-CLI-45,AMLSIM-CLI-238,2026-05-03,31900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17710,AMLSIM-CLI-45,AMLSIM-CLI-65,2026-03-06,217100.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17711,AMLSIM-CLI-45,AMLSIM-CLI-4,2026-03-25,21300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17712,AMLSIM-CLI-45,AMLSIM-CLI-7681,2026-02-16,5600.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17713,AMLSIM-CLI-45,AMLSIM-CLI-1854,2026-04-02,122300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17714,AMLSIM-CLI-45,AMLSIM-CLI-880,2026-07-28,39400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17715,AMLSIM-CLI-45,AMLSIM-CLI-448,2026-07-27,139300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17716,AMLSIM-CLI-45,AMLSIM-CLI-887,2026-07-14,30300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17717,AMLSIM-CLI-45,AMLSIM-CLI-302,2026-04-26,71900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17718,AMLSIM-CLI-45,AMLSIM-CLI-128,2026-05-12,28800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17719,AMLSIM-CLI-45,AMLSIM-CLI-430,2026-07-12,35400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17720,AMLSIM-CLI-45,AMLSIM-CLI-185,2026-05-16,9900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17721,AMLSIM-CLI-45,AMLSIM-CLI-1788,2026-06-06,13600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17722,AMLSIM-CLI-45,AMLSIM-CLI-58,2026-05-30,63700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17723,AMLSIM-CLI-45,AMLSIM-CLI-636,2026-07-25,122300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17724,AMLSIM-CLI-45,AMLSIM-CLI-9673,2026-03-18,70900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17725,AMLSIM-CLI-45,AMLSIM-CLI-4863,2026-02-14,16400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17726,AMLSIM-CLI-45,AMLSIM-CLI-1627,2026-02-09,79300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17727,AMLSIM-CLI-45,AMLSIM-CLI-11424,2026-02-02,16800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17728,AMLSIM-CLI-45,AMLSIM-CLI-97,2026-07-31,62500.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17729,AMLSIM-CLI-45,AMLSIM-CLI-437,2026-02-14,21400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17730,AMLSIM-CLI-45,AMLSIM-CLI-104,2026-05-21,37900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17731,AMLSIM-CLI-45,AMLSIM-CLI-6990,2026-04-03,23700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17732,AMLSIM-CLI-45,AMLSIM-CLI-1489,2026-02-27,83100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17733,AMLSIM-CLI-45,AMLSIM-CLI-2413,2026-07-31,27700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17734,AMLSIM-CLI-45,AMLSIM-CLI-317,2026-02-28,86300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17735,AMLSIM-CLI-45,AMLSIM-CLI-60,2026-06-12,4100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17736,AMLSIM-CLI-45,AMLSIM-CLI-4173,2026-04-06,130400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17737,AMLSIM-CLI-45,AMLSIM-CLI-512,2026-03-15,16300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17738,AMLSIM-CLI-45,AMLSIM-CLI-175,2026-02-21,243400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17739,AMLSIM-CLI-45,AMLSIM-CLI-57,2026-02-07,29900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17740,AMLSIM-CLI-45,AMLSIM-CLI-67,2026-05-21,186900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17741,AMLSIM-CLI-45,AMLSIM-CLI-1814,2026-03-08,6800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17742,AMLSIM-CLI-45,AMLSIM-CLI-446,2026-06-13,154300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17743,AMLSIM-CLI-45,AMLSIM-CLI-146,2026-02-28,19100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17744,AMLSIM-CLI-45,AMLSIM-CLI-100,2026-03-23,152700.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17745,AMLSIM-CLI-45,AMLSIM-CLI-125,2026-04-05,44700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17746,AMLSIM-CLI-45,AMLSIM-CLI-1815,2026-04-06,33200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17747,AMLSIM-CLI-45,AMLSIM-CLI-11454,2026-02-23,193000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17748,AMLSIM-CLI-45,AMLSIM-CLI-877,2026-05-06,25100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17749,AMLSIM-CLI-45,AMLSIM-CLI-43,2026-05-15,268200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17750,AMLSIM-CLI-45,AMLSIM-CLI-299,2026-04-28,34800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17751,AMLSIM-CLI-45,AMLSIM-CLI-166,2026-07-07,48800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17752,AMLSIM-CLI-45,AMLSIM-CLI-90,2026-05-30,55200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17753,AMLSIM-CLI-45,AMLSIM-CLI-98,2026-02-05,13000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17754,AMLSIM-CLI-45,AMLSIM-CLI-467,2026-06-17,67400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17755,AMLSIM-CLI-45,AMLSIM-CLI-1639,2026-06-04,19100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17756,AMLSIM-CLI-45,AMLSIM-CLI-292,2026-02-07,15500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17757,AMLSIM-CLI-45,AMLSIM-CLI-570,2026-02-17,15300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17758,AMLSIM-CLI-45,AMLSIM-CLI-359,2026-02-27,29800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17759,AMLSIM-CLI-45,AMLSIM-CLI-133,2026-05-14,203400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17760,AMLSIM-CLI-45,AMLSIM-CLI-1381,2026-02-07,21500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17761,AMLSIM-CLI-45,AMLSIM-CLI-6053,2026-06-14,65300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17762,AMLSIM-CLI-45,AMLSIM-CLI-6484,2026-05-09,182100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17763,AMLSIM-CLI-45,AMLSIM-CLI-341,2026-03-02,35000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17764,AMLSIM-CLI-45,AMLSIM-CLI-5848,2026-05-27,54100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17765,AMLSIM-CLI-45,AMLSIM-CLI-5062,2026-04-18,224800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17766,AMLSIM-CLI-45,AMLSIM-CLI-176,2026-05-03,81000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17767,AMLSIM-CLI-45,AMLSIM-CLI-554,2026-06-24,70200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17768,AMLSIM-CLI-45,AMLSIM-CLI-64,2026-02-12,44700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17769,AMLSIM-CLI-45,AMLSIM-CLI-633,2026-05-21,257900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17770,AMLSIM-CLI-45,AMLSIM-CLI-1084,2026-05-04,30100.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17771,AMLSIM-CLI-45,AMLSIM-CLI-1759,2026-04-30,26000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17772,AMLSIM-CLI-45,AMLSIM-CLI-207,2026-04-12,31700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17773,AMLSIM-CLI-45,AMLSIM-CLI-92,2026-06-19,89200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17774,AMLSIM-CLI-45,AMLSIM-CLI-340,2026-06-08,60700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17775,AMLSIM-CLI-45,AMLSIM-CLI-282,2026-05-03,17000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17776,AMLSIM-CLI-45,AMLSIM-CLI-760,2026-06-14,102400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17777,AMLSIM-CLI-45,AMLSIM-CLI-221,2026-04-24,79500.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17778,AMLSIM-CLI-45,AMLSIM-CLI-88,2026-04-01,21700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17779,AMLSIM-CLI-45,AMLSIM-CLI-211,2026-06-14,66200.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17780,AMLSIM-CLI-45,AMLSIM-CLI-2652,2026-05-31,133300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17781,AMLSIM-CLI-45,AMLSIM-CLI-9837,2026-06-07,33600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17782,AMLSIM-CLI-45,AMLSIM-CLI-3346,2026-03-11,7000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17783,AMLSIM-CLI-45,AMLSIM-CLI-193,2026-02-10,40400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17784,AMLSIM-CLI-45,AMLSIM-CLI-296,2026-07-15,31500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17785,AMLSIM-CLI-45,AMLSIM-CLI-108,2026-02-22,5400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17786,AMLSIM-CLI-45,AMLSIM-CLI-10882,2026-04-11,26600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17787,AMLSIM-CLI-45,AMLSIM-CLI-4266,2026-05-16,13800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17788,AMLSIM-CLI-45,AMLSIM-CLI-550,2026-02-03,188500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17789,AMLSIM-CLI-45,AMLSIM-CLI-333,2026-05-06,191300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17790,AMLSIM-CLI-45,AMLSIM-CLI-111,2026-02-08,73300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17791,AMLSIM-CLI-45,AMLSIM-CLI-584,2026-05-20,37800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17792,AMLSIM-CLI-45,AMLSIM-CLI-631,2026-05-03,29800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17793,AMLSIM-CLI-45,AMLSIM-CLI-419,2026-02-14,121400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17794,AMLSIM-CLI-45,AMLSIM-CLI-121,2026-07-14,35000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17795,AMLSIM-CLI-45,AMLSIM-CLI-2,2026-06-08,42700.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17796,AMLSIM-CLI-45,AMLSIM-CLI-10532,2026-06-20,58300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17797,AMLSIM-CLI-45,AMLSIM-CLI-157,2026-02-03,253700.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17798,AMLSIM-CLI-45,AMLSIM-CLI-1032,2026-07-08,8000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17799,AMLSIM-CLI-45,AMLSIM-CLI-6920,2026-06-09,22400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17800,AMLSIM-CLI-45,AMLSIM-CLI-7,2026-06-25,10800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17801,AMLSIM-CLI-45,AMLSIM-CLI-1078,2026-03-14,70900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17802,AMLSIM-CLI-45,AMLSIM-CLI-162,2026-05-15,8200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17803,AMLSIM-CLI-45,AMLSIM-CLI-1,2026-05-21,18900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17804,AMLSIM-CLI-45,AMLSIM-CLI-339,2026-03-06,52700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17805,AMLSIM-CLI-45,AMLSIM-CLI-4892,2026-06-07,101500.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17806,AMLSIM-CLI-45,AMLSIM-CLI-4448,2026-07-11,40000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17807,AMLSIM-CLI-45,AMLSIM-CLI-209,2026-05-15,19300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17808,AMLSIM-CLI-45,AMLSIM-CLI-109,2026-03-16,31100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17809,AMLSIM-CLI-45,AMLSIM-CLI-219,2026-04-19,29600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17810,AMLSIM-CLI-45,AMLSIM-CLI-1536,2026-02-07,118900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17811,AMLSIM-CLI-45,AMLSIM-CLI-130,2026-03-29,21400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17812,AMLSIM-CLI-45,AMLSIM-CLI-1501,2026-02-22,110300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17813,AMLSIM-CLI-45,AMLSIM-CLI-3529,2026-05-10,39100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17814,AMLSIM-CLI-45,AMLSIM-CLI-393,2026-03-28,146800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17815,AMLSIM-CLI-45,AMLSIM-CLI-3355,2026-07-26,48600.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17816,AMLSIM-CLI-46,AMLSIM-CLI-21,2026-05-25,24000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17817,AMLSIM-CLI-46,AMLSIM-CLI-1468,2026-03-25,143500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17818,AMLSIM-CLI-46,AMLSIM-CLI-52,2026-06-01,456700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17819,AMLSIM-CLI-46,AMLSIM-CLI-12,2026-02-18,52300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17820,AMLSIM-CLI-46,AMLSIM-CLI-30,2026-03-23,120600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17821,AMLSIM-CLI-46,AMLSIM-CLI-447,2026-07-17,49900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17822,AMLSIM-CLI-46,AMLSIM-CLI-107,2026-04-02,20600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17823,AMLSIM-CLI-46,AMLSIM-CLI-40,2026-04-12,154700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17824,AMLSIM-CLI-46,AMLSIM-CLI-2232,2026-04-08,12400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17825,AMLSIM-CLI-46,AMLSIM-CLI-202,2026-05-13,10800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17826,AMLSIM-CLI-46,AMLSIM-CLI-6,2026-03-27,157100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17828,AMLSIM-CLI-46,AMLSIM-CLI-171,2026-02-05,32400.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17829,AMLSIM-CLI-46,AMLSIM-CLI-185,2026-05-17,14000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17830,AMLSIM-CLI-46,AMLSIM-CLI-1426,2026-06-10,270100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17831,AMLSIM-CLI-46,AMLSIM-CLI-604,2026-02-05,95000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17832,AMLSIM-CLI-46,AMLSIM-CLI-38,2026-03-02,40000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17833,AMLSIM-CLI-46,AMLSIM-CLI-28,2026-07-19,63900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17834,AMLSIM-CLI-46,AMLSIM-CLI-5055,2026-02-22,55800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17835,AMLSIM-CLI-46,AMLSIM-CLI-31,2026-02-14,93300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17836,AMLSIM-CLI-46,AMLSIM-CLI-129,2026-04-17,38400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17837,AMLSIM-CLI-46,AMLSIM-CLI-101,2026-06-02,103100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17838,AMLSIM-CLI-46,AMLSIM-CLI-20,2026-07-15,51800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17839,AMLSIM-CLI-46,AMLSIM-CLI-15,2026-07-21,5800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17840,AMLSIM-CLI-46,AMLSIM-CLI-106,2026-03-04,25400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17841,AMLSIM-CLI-46,AMLSIM-CLI-19,2026-04-14,82700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17842,AMLSIM-CLI-46,AMLSIM-CLI-62,2026-05-25,10600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17843,AMLSIM-CLI-46,AMLSIM-CLI-23,2026-05-08,51800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17845,AMLSIM-CLI-46,AMLSIM-CLI-986,2026-04-01,32500.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17846,AMLSIM-CLI-46,AMLSIM-CLI-848,2026-07-15,277300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17847,AMLSIM-CLI-46,AMLSIM-CLI-211,2026-04-07,107300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17848,AMLSIM-CLI-46,AMLSIM-CLI-41,2026-03-14,11100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17849,AMLSIM-CLI-46,AMLSIM-CLI-306,2026-02-21,87500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-63663,AMLSIM-CLI-46,AMLSIM-CLI-33,2026-03-20,42000.0,transfert_sortant,True,fan_out,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17851,AMLSIM-CLI-46,AMLSIM-CLI-146,2026-05-03,74500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17852,AMLSIM-CLI-46,AMLSIM-CLI-73,2026-03-21,50800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17853,AMLSIM-CLI-46,AMLSIM-CLI-24,2026-04-12,14500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17854,AMLSIM-CLI-46,AMLSIM-CLI-78,2026-04-23,210000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17855,AMLSIM-CLI-46,AMLSIM-CLI-94,2026-06-29,24900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17856,AMLSIM-CLI-46,AMLSIM-CLI-61,2026-02-15,28500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17858,AMLSIM-CLI-46,AMLSIM-CLI-277,2026-03-08,45000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17859,AMLSIM-CLI-46,AMLSIM-CLI-9,2026-07-14,67100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17860,AMLSIM-CLI-46,AMLSIM-CLI-49,2026-02-17,10100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17861,AMLSIM-CLI-46,AMLSIM-CLI-4788,2026-05-12,25500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17862,AMLSIM-CLI-46,AMLSIM-CLI-13,2026-05-10,2300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17863,AMLSIM-CLI-46,AMLSIM-CLI-869,2026-06-11,42800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17865,AMLSIM-CLI-46,AMLSIM-CLI-14,2026-04-12,8800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
AMLSIM-17866,AMLSIM-CLI-46,AMLSIM-CLI-11,2026-02-03,73900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE
