transaction_id,client_id,compte_destination_id,date_transaction,montant_fcfa,type_transaction,is_risky,type_anomalie,source,corridor
AMLSIM-12144,AMLSIM-CLI-30,AMLSIM-CLI-183,2026-02-17,10200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12145,AMLSIM-CLI-30,AMLSIM-CLI-204,2026-03-21,80300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12147,AMLSIM-CLI-30,AMLSIM-CLI-697,2026-03-29,90400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12149,AMLSIM-CLI-30,AMLSIM-CLI-1155,2026-07-04,80700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12150,AMLSIM-CLI-30,AMLSIM-CLI-1091,2026-04-02,79700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12151,AMLSIM-CLI-30,AMLSIM-CLI-651,2026-04-26,8700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12153,AMLSIM-CLI-30,AMLSIM-CLI-1946,2026-04-14,337600.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12154,AMLSIM-CLI-30,AMLSIM-CLI-101,2026-05-03,135400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12155,AMLSIM-CLI-30,AMLSIM-CLI-498,2026-03-16,8900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12156,AMLSIM-CLI-30,AMLSIM-CLI-389,2026-07-04,33400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12157,AMLSIM-CLI-30,AMLSIM-CLI-294,2026-06-15,31500.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12158,AMLSIM-CLI-30,AMLSIM-CLI-196,2026-02-25,39800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12160,AMLSIM-CLI-30,AMLSIM-CLI-1341,2026-05-18,27500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12161,AMLSIM-CLI-30,AMLSIM-CLI-200,2026-05-04,13700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12162,AMLSIM-CLI-30,AMLSIM-CLI-85,2026-07-14,51200.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12166,AMLSIM-CLI-30,AMLSIM-CLI-3015,2026-06-01,169200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12167,AMLSIM-CLI-30,AMLSIM-CLI-364,2026-06-23,66500.0,transfert_sortant,True,fan_out,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12168,AMLSIM-CLI-30,AMLSIM-CLI-1754,2026-04-08,62200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12169,AMLSIM-CLI-30,AMLSIM-CLI-143,2026-05-29,41000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12170,AMLSIM-CLI-30,AMLSIM-CLI-397,2026-06-21,79700.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12171,AMLSIM-CLI-30,AMLSIM-CLI-656,2026-05-05,37300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12172,AMLSIM-CLI-30,AMLSIM-CLI-874,2026-02-18,22900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12173,AMLSIM-CLI-30,AMLSIM-CLI-150,2026-02-12,28200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12174,AMLSIM-CLI-30,AMLSIM-CLI-60,2026-04-07,161100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12175,AMLSIM-CLI-30,AMLSIM-CLI-302,2026-04-02,46800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12176,AMLSIM-CLI-30,AMLSIM-CLI-132,2026-07-22,45200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12177,AMLSIM-CLI-30,AMLSIM-CLI-1266,2026-02-24,154900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12179,AMLSIM-CLI-30,AMLSIM-CLI-218,2026-03-04,193600.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12180,AMLSIM-CLI-30,AMLSIM-CLI-353,2026-04-07,4400.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12181,AMLSIM-CLI-30,AMLSIM-CLI-1105,2026-06-12,10500.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12182,AMLSIM-CLI-30,AMLSIM-CLI-284,2026-03-17,106300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12183,AMLSIM-CLI-30,AMLSIM-CLI-182,2026-04-17,49200.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12184,AMLSIM-CLI-30,AMLSIM-CLI-1,2026-03-25,194500.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12185,AMLSIM-CLI-30,AMLSIM-CLI-75,2026-06-17,8000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12186,AMLSIM-CLI-30,AMLSIM-CLI-690,2026-06-05,57300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12187,AMLSIM-CLI-30,AMLSIM-CLI-335,2026-04-06,84500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12188,AMLSIM-CLI-30,AMLSIM-CLI-5049,2026-02-22,32000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12189,AMLSIM-CLI-30,AMLSIM-CLI-138,2026-02-24,99300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12191,AMLSIM-CLI-30,AMLSIM-CLI-131,2026-04-28,108800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12192,AMLSIM-CLI-30,AMLSIM-CLI-2644,2026-02-23,41500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12193,AMLSIM-CLI-30,AMLSIM-CLI-84,2026-06-18,38600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12194,AMLSIM-CLI-30,AMLSIM-CLI-1209,2026-04-21,121900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12195,AMLSIM-CLI-30,AMLSIM-CLI-860,2026-07-22,56100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12196,AMLSIM-CLI-30,AMLSIM-CLI-4133,2026-07-10,78000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12197,AMLSIM-CLI-30,AMLSIM-CLI-2197,2026-07-07,55800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12198,AMLSIM-CLI-30,AMLSIM-CLI-133,2026-04-28,52800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12199,AMLSIM-CLI-30,AMLSIM-CLI-712,2026-03-23,38500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12200,AMLSIM-CLI-30,AMLSIM-CLI-701,2026-04-13,84100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12201,AMLSIM-CLI-30,AMLSIM-CLI-324,2026-05-27,18800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12202,AMLSIM-CLI-30,AMLSIM-CLI-142,2026-03-23,8400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12203,AMLSIM-CLI-30,AMLSIM-CLI-1104,2026-06-05,45100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12204,AMLSIM-CLI-30,AMLSIM-CLI-148,2026-06-16,198300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12205,AMLSIM-CLI-30,AMLSIM-CLI-398,2026-05-16,56200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12207,AMLSIM-CLI-30,AMLSIM-CLI-645,2026-05-04,34900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12208,AMLSIM-CLI-30,AMLSIM-CLI-154,2026-07-17,30500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12209,AMLSIM-CLI-30,AMLSIM-CLI-654,2026-04-05,28500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12210,AMLSIM-CLI-30,AMLSIM-CLI-1132,2026-07-02,2800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12211,AMLSIM-CLI-30,AMLSIM-CLI-208,2026-03-15,165600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12212,AMLSIM-CLI-30,AMLSIM-CLI-187,2026-07-06,25600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12214,AMLSIM-CLI-30,AMLSIM-CLI-1273,2026-03-25,46000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12215,AMLSIM-CLI-30,AMLSIM-CLI-216,2026-06-22,32800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12216,AMLSIM-CLI-30,AMLSIM-CLI-362,2026-04-05,21500.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12218,AMLSIM-CLI-30,AMLSIM-CLI-78,2026-04-29,176400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12219,AMLSIM-CLI-30,AMLSIM-CLI-6085,2026-02-15,14300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12220,AMLSIM-CLI-30,AMLSIM-CLI-298,2026-03-13,87400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12222,AMLSIM-CLI-30,AMLSIM-CLI-159,2026-03-16,9600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12223,AMLSIM-CLI-30,AMLSIM-CLI-309,2026-06-03,38900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12224,AMLSIM-CLI-30,AMLSIM-CLI-2492,2026-05-08,147500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12225,AMLSIM-CLI-30,AMLSIM-CLI-640,2026-05-18,27300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12226,AMLSIM-CLI-30,AMLSIM-CLI-681,2026-07-02,78900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12227,AMLSIM-CLI-30,AMLSIM-CLI-169,2026-06-29,26000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12228,AMLSIM-CLI-30,AMLSIM-CLI-163,2026-05-23,31900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12229,AMLSIM-CLI-30,AMLSIM-CLI-106,2026-03-28,101700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12230,AMLSIM-CLI-30,AMLSIM-CLI-633,2026-07-01,80900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12233,AMLSIM-CLI-30,AMLSIM-CLI-223,2026-07-12,201100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12234,AMLSIM-CLI-30,AMLSIM-CLI-6492,2026-03-29,1700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12235,AMLSIM-CLI-30,AMLSIM-CLI-121,2026-07-24,27200.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12236,AMLSIM-CLI-30,AMLSIM-CLI-462,2026-06-20,65100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12237,AMLSIM-CLI-30,AMLSIM-CLI-5071,2026-03-16,48900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12238,AMLSIM-CLI-30,AMLSIM-CLI-2546,2026-03-27,67200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12239,AMLSIM-CLI-30,AMLSIM-CLI-972,2026-03-05,134000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12240,AMLSIM-CLI-30,AMLSIM-CLI-355,2026-06-06,22600.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12241,AMLSIM-CLI-30,AMLSIM-CLI-105,2026-04-13,62300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12242,AMLSIM-CLI-30,AMLSIM-CLI-2719,2026-02-07,173800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12243,AMLSIM-CLI-30,AMLSIM-CLI-153,2026-06-12,48900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12244,AMLSIM-CLI-30,AMLSIM-CLI-198,2026-05-27,100800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12248,AMLSIM-CLI-30,AMLSIM-CLI-649,2026-04-13,6100.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12249,AMLSIM-CLI-30,AMLSIM-CLI-269,2026-06-12,51300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12251,AMLSIM-CLI-30,AMLSIM-CLI-141,2026-07-17,28800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12252,AMLSIM-CLI-30,AMLSIM-CLI-108,2026-07-07,3700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12254,AMLSIM-CLI-30,AMLSIM-CLI-1412,2026-07-03,79500.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12255,AMLSIM-CLI-30,AMLSIM-CLI-301,2026-07-25,62700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12256,AMLSIM-CLI-30,AMLSIM-CLI-460,2026-05-24,19000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12258,AMLSIM-CLI-30,AMLSIM-CLI-1210,2026-06-11,10600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12260,AMLSIM-CLI-30,AMLSIM-CLI-222,2026-07-08,354400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12261,AMLSIM-CLI-30,AMLSIM-CLI-162,2026-04-09,68400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12264,AMLSIM-CLI-30,AMLSIM-CLI-1303,2026-06-04,66600.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12265,AMLSIM-CLI-30,AMLSIM-CLI-118,2026-04-04,22000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12267,AMLSIM-CLI-30,AMLSIM-CLI-1745,2026-02-13,32900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12268,AMLSIM-CLI-30,AMLSIM-CLI-2376,2026-05-10,176200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12269,AMLSIM-CLI-30,AMLSIM-CLI-1134,2026-07-23,50000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12270,AMLSIM-CLI-30,AMLSIM-CLI-4237,2026-07-05,183900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12271,AMLSIM-CLI-30,AMLSIM-CLI-672,2026-06-18,68700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12272,AMLSIM-CLI-30,AMLSIM-CLI-1695,2026-03-08,138700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12273,AMLSIM-CLI-30,AMLSIM-CLI-716,2026-06-16,5800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12274,AMLSIM-CLI-30,AMLSIM-CLI-872,2026-03-16,20800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12275,AMLSIM-CLI-30,AMLSIM-CLI-120,2026-04-17,49000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12276,AMLSIM-CLI-30,AMLSIM-CLI-235,2026-06-17,35900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12277,AMLSIM-CLI-30,AMLSIM-CLI-260,2026-03-05,80100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12279,AMLSIM-CLI-30,AMLSIM-CLI-1921,2026-03-02,10700.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12280,AMLSIM-CLI-30,AMLSIM-CLI-2645,2026-02-15,10900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12281,AMLSIM-CLI-31,AMLSIM-CLI-518,2026-06-03,76700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12282,AMLSIM-CLI-31,AMLSIM-CLI-79,2026-04-05,131600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12283,AMLSIM-CLI-31,AMLSIM-CLI-13,2026-06-18,32700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12284,AMLSIM-CLI-31,AMLSIM-CLI-41,2026-03-19,208800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12285,AMLSIM-CLI-31,AMLSIM-CLI-17,2026-07-26,278300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12286,AMLSIM-CLI-31,AMLSIM-CLI-243,2026-07-24,43900.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12287,AMLSIM-CLI-31,AMLSIM-CLI-56,2026-02-20,31600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12288,AMLSIM-CLI-31,AMLSIM-CLI-1004,2026-06-21,24800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12289,AMLSIM-CLI-31,AMLSIM-CLI-66,2026-05-17,20700.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12290,AMLSIM-CLI-31,AMLSIM-CLI-429,2026-05-03,95000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12291,AMLSIM-CLI-31,AMLSIM-CLI-123,2026-06-11,18200.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12293,AMLSIM-CLI-31,AMLSIM-CLI-42,2026-05-17,15300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12295,AMLSIM-CLI-31,AMLSIM-CLI-277,2026-04-28,19800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12296,AMLSIM-CLI-31,AMLSIM-CLI-11,2026-05-16,44400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12297,AMLSIM-CLI-31,AMLSIM-CLI-29,2026-03-29,47800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12298,AMLSIM-CLI-31,AMLSIM-CLI-15,2026-03-19,89200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12299,AMLSIM-CLI-31,AMLSIM-CLI-25,2026-05-18,40200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12300,AMLSIM-CLI-31,AMLSIM-CLI-140,2026-04-13,10000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12301,AMLSIM-CLI-31,AMLSIM-CLI-88,2026-02-22,30100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12302,AMLSIM-CLI-31,AMLSIM-CLI-121,2026-07-09,45600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12303,AMLSIM-CLI-31,AMLSIM-CLI-49,2026-07-17,23300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12304,AMLSIM-CLI-31,AMLSIM-CLI-19,2026-05-08,62500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12305,AMLSIM-CLI-31,AMLSIM-CLI-173,2026-04-07,3900.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12306,AMLSIM-CLI-31,AMLSIM-CLI-431,2026-02-12,39800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12307,AMLSIM-CLI-31,AMLSIM-CLI-37,2026-07-01,165800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12308,AMLSIM-CLI-31,AMLSIM-CLI-899,2026-02-11,127200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12309,AMLSIM-CLI-31,AMLSIM-CLI-6,2026-06-12,51800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12310,AMLSIM-CLI-31,AMLSIM-CLI-68,2026-07-12,47400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12311,AMLSIM-CLI-31,AMLSIM-CLI-47,2026-07-24,72800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12312,AMLSIM-CLI-31,AMLSIM-CLI-36,2026-03-16,15500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12313,AMLSIM-CLI-31,AMLSIM-CLI-91,2026-02-26,115400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12314,AMLSIM-CLI-31,AMLSIM-CLI-74,2026-02-04,201000.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12315,AMLSIM-CLI-31,AMLSIM-CLI-26,2026-02-08,39600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12316,AMLSIM-CLI-31,AMLSIM-CLI-27,2026-05-17,51700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12317,AMLSIM-CLI-31,AMLSIM-CLI-85,2026-04-10,90600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12318,AMLSIM-CLI-31,AMLSIM-CLI-1333,2026-07-24,21300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12319,AMLSIM-CLI-31,AMLSIM-CLI-174,2026-07-18,209300.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12320,AMLSIM-CLI-31,AMLSIM-CLI-28,2026-07-01,343400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12321,AMLSIM-CLI-31,AMLSIM-CLI-21,2026-04-24,79700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12322,AMLSIM-CLI-31,AMLSIM-CLI-142,2026-02-09,231300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12323,AMLSIM-CLI-31,AMLSIM-CLI-20,2026-05-01,13600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12324,AMLSIM-CLI-31,AMLSIM-CLI-621,2026-04-21,60300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12326,AMLSIM-CLI-31,AMLSIM-CLI-1192,2026-05-09,6400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12327,AMLSIM-CLI-31,AMLSIM-CLI-119,2026-04-05,30100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12328,AMLSIM-CLI-31,AMLSIM-CLI-50,2026-06-08,30800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
AMLSIM-12329,AMLSIM-CLI-31,AMLSIM-CLI-148,2026-07-01,23800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,local
